Pagode;{Banjo|Classical guitar|Tambourine|Cavaquinho|Pandeiro|Tan-tan|Surdo|Hand-repique|Repinique};{Samba|Choro}
Paisley Underground;NULL;{Psychedelic rock|Garage rock|Folk rock|Jangle pop}
Pakistani Semi-classical music;NULL;NULL
Pakistani folk music;NULL;NULL
Palm-wine music;NULL;{Calypso music|Kaiso|Music of Africa}
Palm Desert Scene;NULL;{Heavy metal music|Psychedelic rock|Hardcore punk|Hard rock|Alternative rock|Blues rock|Stoner rock}
Palo music;NULL;NULL
Pambiche;{Accordion|Güira|Tambora (Dominican drum)};Merengue típico
Papare (music);NULL;NULL
Parang;Cuatro (instrument);Joropo
Parlour music;{Piano|Singing};{Folk music|Opera|Chamber music|Minstrel show|Art song}
Parranda;{Drum|Guitar|Güiro|Maraca|Cuatro (instrument)};NULL
Pastorale;NULL;NULL
Peruvian cumbia;{Güiro|Maraca|Timbales|Electric organ};{Psychedelic rock|Surf music|Cumbia|Andean music|Vals criollo}
Peteneras;NULL;NULL
Philadelphia soul;{String instrument|Singing|Horn section};{Funk|Rhythm and blues|Soul music|Big band|Music of Philadelphia}
Philippine folk music;Folk instrument;Folk music
Phleng Thai sakon;NULL;NULL
Phleng phuea chiwit;{Keyboard instrument|Singing};{Folk music|Rock music|Luk thung|Music of Thailand}
Piano blues;Piano;{Blues|Ragtime|Boogie-woogie}
Piano rock;{Piano|Organ (music)};{Pop music|Rock and roll|Gospel music}
Pichakaree;NULL;NULL
Piedmont blues;{Drum|Double bass|Guitar|Singing};{Blues|Ragtime|Piano blues}
Pilón;NULL;NULL
Pinoy hip hop;Turntablism;Hip hop music
Pinoy pop;{Bass guitar|Drum kit|Guitar|Drum machine|Synthesizer};NULL
Pinoy reggae;{Bass guitar|Brass instrument|Drum kit|Guitar|Melodica|Electronic organ};{Reggae|Pinoy rock|Philippine folk music}
Pinoy rock;{Bass guitar|Drum kit|Singing|Acoustic guitar|Electric guitar};{Rock music|Philippine folk music|Manila Sound}
Pirate metal;{Bass guitar|Drum kit|Keyboard instrument|Electric guitar|Folk instrument};{Speed metal|Folk metal}
Plena;{Accordion|Bass guitar|Guitar|Saxophone|Trombone|Güiro|Singing|Cuatro (instrument)|Pandereta plenera};Caribbean
Political hip hop;NULL;{Hip hop music|Protest song}
Polka;{Accordion|Clarinet|Drum kit|Trumpet|Tuba|Zither|Semi-acoustic guitar};{Music of Poland|Music of Austria|Music of the Czech Lands|Volksmusik}
Polo (music);NULL;NULL
Pols;NULL;NULL
Pop-folk;String instrument;{Pop music|Music of Southeastern Europe}
Pop-rap;{Bass guitar|Drum kit|Rapping|Vocoder|Drum machine|Keyboard instrument|Singing|Talk box|Robotic voice effects|Synthesizer|Electric guitar|Sampler (musical instrument)|Electronic drum};{Pop music|Hip hop music|Alternative hip hop}
Pop music;NULL;{Folk music|Rock and roll|Soul music|Traditional pop music|Classical music|Popular music}
Pop punk;{Bass guitar|Drum kit|Singing|Electric guitar|Electronic keyboard};{New wave music|Punk rock|Pop music|Bubblegum pop|Power pop|Surf music|Pop rock}
Pop rock;NULL;{Pop music|Rock music}
Pop sunda;NULL;NULL
Popcorn (music style);{Guitar|String instrument|Singing|Horn section};{Pop music|Rhythm and blues|Soul music}
Porn groove;{Bass guitar|Drum kit|Keyboard instrument|Electric guitar};{Psychedelic rock|Rock and roll|Hard rock|Garage rock|Electric blues|Blues rock}
Pornogrind;{Bass guitar|Drum kit|Drum machine|Singing|Electric guitar};{Death metal|Grindcore|Goregrind}
Porro;{Brass|Percussion instrument};Cumbia
Portuguese rumba;NULL;NULL
Post-Britpop;{Bass guitar|Drum kit|Guitar|Keyboard instrument|Singing};{Britpop|Indie rock|Alternative rock}
Post-bop;{Clarinet|Drum|Double bass|Piano|Saxophone|Trombone|Trumpet};{Bebop|Modal jazz|Free jazz|Hard bop|Avant-garde jazz|Jazz|Impressionism in music}
Post-disco;{Bass guitar|Drum|Human voice|Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Electric guitar|Sampler (musical instrument)};{Disco|Rhythm and blues|Soul music|Dub music|Electronic music|Experimental music|P-Funk}
Post-grunge;{Bass guitar|Drum kit|Singing|Acoustic guitar|Electric guitar};{Grunge|Hard rock|Alternative rock|Alternative metal}
Post-hardcore;{Bass guitar|Drum kit|Singing|Screaming (music)|Electric guitar};{Hardcore punk|Noise rock|Post-punk}
Post-industrial music;NULL;{Industrial music|Experimental music|Avant-garde music}
Post-metal;{Bass guitar|Cello|Drum kit|Singing|Synthesizer|Electric guitar};{Heavy metal music|Post-rock|Shoegazing}
Post-punk;NULL;{Disco|Funk|Punk rock|World music|Glam rock|Art rock|Dub music|Krautrock|Experimental rock|Electronic music|Avant-garde music}
Post-punk revival;Electronic keyboard;{New wave music|Indie rock|Garage rock|Alternative rock|Post-punk}
Post-rock;{Bass guitar|Cello|Drum kit|Guitar|Violin|Woodwind instrument|Keyboard instrument|Singing|Glockenspiel};{Progressive rock|Ambient music|Shoegazing|Space rock|Dub music|Krautrock|Minimal music|Dark ambient|Post-punk|Electronic music|Avant-garde music}
Power electronics (music);{Electronic musical instrument|Drum machine|Keyboard instrument|Synthesizer|Sampler (musical instrument)|Tape loop};{Noise music|Industrial music}
Power metal;{Bass guitar|Drum kit|Keyboard instrument|Singing|Electric guitar};{Speed metal|New Wave of British Heavy Metal|Neoclassical metal}
Power noise;NULL;{Noise music|Hardcore (electronic dance music genre)|Post-industrial music|Japanoise|Electro-industrial|Gabber}
Power pop;{Bass guitar|Drum kit|Singing|Electric guitar};NULL
Powerviolence;{Bass guitar|Drum kit|Singing|Electric guitar};{Grindcore|Hardcore punk|Thrashcore}
Prison rock;NULL;NULL
Progg;{Bass guitar|Drum kit|Percussion instrument|Keyboard instrument|Electric guitar};{Blues|Folk music|Psychedelic rock|Pop music|Rock music|Reggae|Folk rock|Blues rock|Experimental rock|Avant-garde music}
Progressive bluegrass;{Dobro|Banjo|Drum|Double bass|Mandolin|Piano|Acoustic guitar|Electric guitar|Bluegrass fiddle};{Rock and roll|Bluegrass music}
Progressive country;{Dobro|Banjo|Bass guitar|Drum kit|Guitar|Harmonica|Mandolin|Fiddle|Steel guitar};Country music
Progressive folk;{Guitar|Acoustic music};{Folk music|World music}
Progressive house;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Personal computer|Sampler (musical instrument)|Electronic keyboard};{House music|Trance music|Italo house|Balearic beat}
Progressive metal;{Bass guitar|Percussion instrument|Singing|Synthesizer|Electric guitar};{Heavy metal music|Progressive rock}
Progressive pop;NULL;{Pop music|Rock music}
Progressive rock;{Bass guitar|Drum kit|Flute|Guitar|Harpsichord|Saxophone|Violin|Keyboard instrument|Timpani|Singing|Synthesizer};{Psychedelic rock|Folk rock|Jazz fusion|Baroque pop|Progressive folk|Experimental rock|Classical music|Avant-garde music}
Progressive southern gospel;NULL;{Southern gospel|Hymn|Shape note|Sacred Harp}
Proibidão;Drum machine;{Gangsta rap|Funk carioca}
Proto-punk;{Bass guitar|Drum kit|Drum machine|Keyboard instrument|Electric guitar};{Hard rock|Garage rock|Pub rock (United Kingdom)|Power pop|Rockabilly|Surf music}
Pryvit;NULL;NULL
Psychedelic folk;{Percussion instrument|Acoustic guitar};{Folk music|Psychedelic rock|Folk rock}
Psychedelic pop;{Bass guitar|Drum kit|Guitar|Keyboard instrument};{Folk music|Pop music|Rock music|Psychedelic music}
Psychedelic rock;{Bass guitar|Drum kit|Percussion instrument|Mellotron|Sitar|Electronic organ|Electric guitar};{Rock music|Rhythm and blues|Garage rock|Folk rock|Blues rock|Baroque pop|Jazz|Hindustani classical music}
Psychedelic soul;{Bass guitar|Drum kit|French horn|Human voice|Electronic organ|Conga|Electric guitar|Bongo drum};{Funk|Psychedelic rock|Rhythm and blues|Soul music}
Psychedelic trance;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Electric guitar|Sampler (musical instrument)};{Trance music|Goa trance|Eurodance|Acid trance|Hard trance|Techno|Dream trance|Psychedelic music}
Psycho Country;NULL;NULL
Psychobilly;{Double bass|Drum kit|Electric guitar};{Country music|Punk rock|Rock and roll|Country rock|Garage rock|Rockabilly}
Pub rock (United Kingdom);NULL;{Rock and roll|Rhythm and blues|Country rock|Garage rock|Folk rock|Power pop|British blues|Beat music}
Pueblo music;NULL;NULL
Punk blues;{Farfisa|Bass guitar|Drum kit|Guitar|Hammond organ|Harmonica|Piano};{Blues|Punk rock|Garage rock|Proto-punk|Blues rock}
Punk jazz;NULL;{No wave|Punk rock|Hardcore punk|Free jazz|Jazz fusion|Avant-garde jazz|Post-punk}
Punk pathetique;Drum kit;{Punk rock|Glam rock|Pub rock (United Kingdom)|Novelty song|Oi!|Music hall|Ribaldry|British comedy|Football chant|Drinking song}
Punk rock;{Bass guitar|Drum kit|Singing|Electric guitar};{Rock and roll|Ska|Glam rock|Hard rock|Garage rock|Pub rock (United Kingdom)|Rockabilly|Surf music|Proto-punk}
Punta;{Bass guitar|Drum kit|Saxophone|Shekere|Synthesizer|Conga|Electric guitar|Garifuna music|Conch|Turtle shell};{Island Caribs|West Africa}
Punta rock;NULL;{Soca music|Calypso music|Punta}
Punto (Venezuela);{Guitar|Mandolin|Cuatro (instrument)};NULL
Q'axilu;NULL;NULL
Quan họ;NULL;NULL
Quebec fiddle;{Old time fiddle|Banjo|Guitar};{Gospel music|Music of Africa|Minstrel show|Music of the United Kingdom|Tin Pan Alley|Appalachian music}
Queercore;{Bass guitar|Drum kit|Electric guitar|Electronic keyboard};{Punk rock|Hardcore punk|Anarcho-punk|Industrial music|Indie rock|Queer theory|Straight edge|Third-wave feminism}
Quimbe;NULL;NULL
Rabòday;{Drum|Percussion instrument|Personal computer|Modular synthesizer|Tanbou};Rasin
Raga rock;{Bass guitar|Drum kit|Guitar|Sitar|Tabla|Tanpura|Electric sitar};{Pop music|Rock music|Music of India|Raga}
Ragga;{Drum machine|Electronic organ|Synthesizer|Sampler (musical instrument)};{Reggae|Ska|Dancehall|Rocksteady|Electronic music}
Ragga hip hop;Drum machine;{Ragga|Hip hop}
Ragga jungle;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{Ragga|Breakbeat hardcore|Dub music|Oldschool jungle}
Ragtime;{Banjo|Piano|Brass band};{Folk music|Cakewalk|American march music|Classical music}
Ranchera;{Guitar|Harp|Harmonica|Trumpet|Violin|Guitarrón mexicano|Mexican vihuela};Mariachi
Rap metal;{Bass guitar|Drum kit|Rapping|Singing|Electric guitar|Sampler (musical instrument)|Turntablism};{Heavy metal music|Funk metal|Alternative metal|Rap rock|Hip hop music}
Rap opera;{Bass guitar|Rapping|Drum machine|Synthesizer|Beatboxing|Sampler (musical instrument)|Turntablism};{Contemporary R&B|Hip hop music|Concept album|Musical theatre|Opera|Spoken word|Rock opera}
Rap rock;{Bass guitar|Drum kit|Rapping|Keyboard instrument|Singing|Synthesizer|Electric guitar|Sampler (musical instrument)|Turntablism};{Punk rock|Rock music|Hardcore punk|Hip hop music}
Rapso;{Bass guitar|Drum kit|Guitar|Human voice};{Soca music|Calypso music|Hip hop music}
Rara;NULL;NULL
Rara tech;{Drum|Percussion instrument|Personal computer|Modular synthesizer|Tanbou};{House music|Rara}
Rasin;{Bass guitar|Rara|Electric guitar|Electronic keyboard|Electronic drum|Tanbou|Haitian Vodou drumming};{Rock and roll|Haitian Vodou drumming}
Rasteirinha;NULL;{Samba|Reggaeton|Funk carioca|Axé (music)}
Rave music;{Phonograph|Drum machine|Keyboard instrument|Sampler (musical instrument)};{House music|Techno|Electronic dance music}
Raï;{Guellal|Drum machine|Music sequencer|Synthesizer|Gaspa};NULL
Red Dirt (music);{Dobro|Bass guitar|Drum kit|Guitar|Harmonica|Fiddle|Pedal steel guitar};{Blues|Bluegrass music|Country rock|Southern rock|Western swing|Texas country music|American folk music|Honky-tonk|Tulsa Sound}
Red and Anarchist black metal;{Bass guitar|Drum kit|Keyboard instrument|Singing|Electric guitar};{Black metal|Thrash metal|Anarcho-punk|Crust punk}
Reggada;{Zamar|Bendir|Gasba|Rhaita};Berber music
Reggae;{Bass guitar|Brass instrument|Drum kit|Guitar|Melodica|Electronic organ};{Rhythm and blues|Ska|Soul music|Calypso music|Rocksteady|Mento|Jazz}
Reggae en Español;{Drum kit|Drum machine};{Reggae|Dancehall}
Reggae fusion;{Bass guitar|Brass instrument|Drum kit|Guitar|Drum machine|Melodica|Electronic organ|Synthesizer|Sampling (music)};{Rock music|Ragga|Reggae|Rhythm and blues|Ska|Dancehall|Contemporary R&B|Lovers rock}
Reggae rock;{Bass guitar|Brass instrument|Drum kit|Guitar|Keyboard instrument|Sampling (music)};{Rock music|Reggae|Ska|Rocksteady|Reggae fusion}
Reggaestep;{Drum machine|Digital audio workstation|Synthesizer};{Ragga|Reggae|Dancehall|Dubstep|Reggae fusion|Moombahton}
Reggaeton;{Dem Bow|Guitar|Rapping|Drum machine|Singing|Sampling (music)|Electronic keyboard};{Soca music|Dancehall|Hip hop music|Reggae en Español|Deejay (Jamaican)}
Rekuhkara;NULL;NULL
Revolution Summer (music);NULL;NULL
Rhumba;NULL;Son (music)
Rhyming spiritual;NULL;NULL
Rhythm and blues;{Bass guitar|Drum kit|French horn|Hammond organ|Piano|Saxophone|Human voice|Electric guitar|Vocal harmony};{Blues|Gospel music|Boogie-woogie|Spiritual (music)|Jazz}
Ringbang;{Bass guitar|Drum kit|Piano|Keyboard instrument|Singing|Steelpan|Acoustic guitar|Synthesizer|Electric guitar};{Reggae|Soca music|Calypso music|Zouk|Tuk band}
Riot grrrl;NULL;{Punk rock|Grunge|Hardcore punk|Alternative rock|Girl group|Queer theory|Punk ideologies|Third-wave feminism}
Riyaz;NULL;NULL
Rnbass;Drum machine;Rhythm and blues
Rock Against Communism;{Bass guitar|Drum kit|Singing|Electric guitar};{Punk rock|Oi!}
Rock and roll;{Bass guitar|Double bass|Drum kit|Piano|Saxophone|Singing|Electric guitar};{Blues|Country music|Folk music|Rhythm and blues|Swing music|Gospel music|Boogie-woogie|Chicago blues|Jump blues|Electric blues|Western swing}
Rock and roll revival;NULL;NULL
Rock català;NULL;NULL
Rock music;{Bass guitar|Drum kit|Piano|Keyboard instrument|Acoustic guitar|Synthesizer|Electric guitar};{Blues|Country music|Folk music|Rock and roll|Rhythm and blues|Soul music|Rockabilly|Electric blues}
Rock music of West Bengal;{Bass guitar|Drum kit|Keyboard instrument|Singing|Synthesizer|Electric guitar};{Blues|Country music|Folk music|Rock and roll|Electric blues}
Rockabilly;{Double bass|Drum kit|Guitar|Piano|Singing};{Country music|Rock and roll|Rhythm and blues|Boogie-woogie|Jump blues|Electric blues|Western swing|Appalachian music|Honky-tonk}
Rocksteady;{Bass guitar|Brass instrument|Drum kit|Guitar|Melodica|Electronic organ};{Rhythm and blues|Ska|Soul music|Doo-wop|Jazz}
Rom kbach;NULL;NULL
Romanesca;NULL;NULL
Romo;Drum machine;{Disco|Glam rock|Synthpop|Motown|Hi-NRG|Contemporary R&B|New Romanticism}
Roots reggae;NULL;{Reggae|Ska|Rocksteady|Mansions of Rastafari}
Roots rock;{Bass guitar|Drum|Guitar|Piano|Acoustic guitar|Electric guitar|Pedal steel guitar};{Blues|Country music|Folk music|Rock and roll|Rock music|Folk rock|Blues rock|Roots revival}
Rumba flamenca;{Flamenco guitar|Cajón|Palmas (music)};{Flamenco|Cuban rumba|Guaracha}
Russian pop;NULL;{Traditional pop music|Europop|Bard (Soviet Union)|Classical music|Romance (music)}
Ryūkōka;{Accordion|Classical guitar|Mandolin|Violin|Human voice};{Blues|Traditional pop music|Tango|Jazz|Operetta|Vocal music|Min'yō|Dodoitsu|Classical music}
Sadcore;{Bass guitar|Guitar|Piano|String instrument};{Indie rock|Shoegazing|Alternative country|Baroque pop}
Sadra (music);{Tabla|Tanpura};North India
Saibara;NULL;NULL
Sakara music;{Goje|Sakara drum};Yoruba music
Salsa dura;NULL;NULL
Salsa music;{Bass guitar|Double bass|Flute|Piano|Saxophone|Trombone|Trumpet|Violin|Vibraphone|Güiro|Tres (instrument)|Cowbell (instrument)|Conga|Maraca|Bongo drum|Timbales|Claves|Cuatro (instrument)|Jam block};{Son (music)|Jazz}
Sama'i;NULL;NULL
Samba;NULL;{Puracé|Batuque (music and dance)|Fandango}
Samba reggae;Electric guitar;{Reggae|Samba|Reggae fusion}
Samba rock;{Bass guitar|Clarinet|Drum kit|Flute|Trombone|Trumpet|Tamborim|Electric guitar|Cavaquinho};{Psychedelic rock|Rock and roll|Samba|Bebop|Soul music|Bossa nova|Brazilian rock|Jazz}
Sambass;{Percussion instrument|Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{Drum and bass|Samba|Bossa nova|Samba rock}
Sampledelia;NULL;NULL
Samri;NULL;NULL
Sanam (dance);NULL;NULL
Santé engagé;{Guitar|Tabla|Ravanne};Sega (genre)
Sari gan;NULL;NULL
Sarpada;NULL;NULL
Sarva (music);NULL;NULL
Satirical hip hop;Rapping;{Gangsta rap|Crunk|Cloud rap|Vaporwave|Comedy hip hop|Underground hip hop}
Sawani;NULL;NULL
Sawt (music);NULL;NULL
Saz semai;NULL;NULL
School of Synthesis;{Ableton Live|Logic Pro|Music sequencer|Synthesizer};{Minimal music|Electronic music|Synthesizer}
Scottish Gaelic punk;NULL;{Punk rock|Scottish Gaelic|Anarcho-punk|Celtic rock}
Scottish hip-hop;{Guitar|Rapping|Drum machine|Computer|Synthesizer|Sampler (musical instrument)|Turntablism};{Garage music (US garage)|Hip hop music|Urban contemporary}
Screamo;{Bass guitar|Drum kit|Singing|Screaming (music)|Electric guitar};{Hardcore punk|Emo}
Secular music;NULL;NULL
Sega (genre);{Triangle (musical instrument)|Singing|Kayamb|Ravanne|Bobre};Music of Africa
Seggae;NULL;NULL
Seis;NULL;NULL
Seminole music;NULL;NULL
Serbian hip hop;{Guitar|Rapping|Drum machine|Synthesizer|Sampler (musical instrument)|Turntablism};Hip hop music
Sesube;{Accordion|Bass guitar|Guitar|Percussion instrument|Nyatiti|Calabash (percussion)|Orutu};{Benga music|Sega (genre)|Isukuti}
Shaabi;NULL;NULL
Shangaan electro;{Electronic musical instrument|Drum machine|Music sequencer|Synthesizer|Sampler (musical instrument)};{House music|Kwaito|Electronic music|Music of South Africa}
Shanto;NULL;NULL
Shibuya-kei;{Bass guitar|Drum kit|Guitar|Singing|Synthesizer};{Synthpop|Bossa nova|J-pop|Lounge music|Yé-yé|Baroque pop|Jazz|Japanese jazz}
Shock rock;NULL;{Heavy metal music|Punk rock|Rock music|Glam rock|Hard rock|Horror fiction|Science fiction|Cabaret|Shock value}
Shoegazing;NULL;{Indie rock|Garage rock|Dream pop|Noise pop|Neo-psychedelia|Post-punk|Psychedelic music}
Shur (mugham);{Tar (string instrument)|Daf|Kemenche};NULL
Simd (dance);{Drum|Human voice|Garmon|Treshchotka};NULL
Sing-along;NULL;NULL
Ska;{Bass guitar|Drum kit|Guitar|Piano|Saxophone|Trombone|Trumpet|Organ (music)};{Jamaica|Rhythm and blues|Calypso music|Mento|United States|Jazz}
Ska punk;{Bass guitar|Drum kit|Saxophone|Trombone|Trumpet|Keyboard instrument|Electric guitar};{Punk rock|Ska|Hardcore punk|2 Tone (music genre)}
Skate punk;{Bass guitar|Drum kit|Keyboard instrument|Singing|Electric guitar};{Punk rock|Hardcore punk|Surf music|Melodic hardcore}
Skiffle;{Banjo|Guitar|Kazoo|Washboard (musical instrument)|Jug (instrument)|Washtub bass|Cigar box guitar|Musical saw};{Blues|Folk music|Jazz}
Skiladiko;NULL;NULL
Skweee;Synthesizer;{Funk|Soul music|Chiptune|Electro (music)|Minimal techno|Contemporary R&B|Middle Eastern music}
Slime punk;{Audacity (audio editor)|FL Studio|Ableton Live|Sound Forge|Programming (music)|Sampler (musical instrument)};NULL
Slovak folk music;NULL;NULL
Slovenian rock;NULL;NULL
Slowcore;{Bass guitar|Drum kit|Guitar|Piano};{Post-rock|Indie rock|Alternative rock|Dream pop|Acoustic music}
Sludge metal;{Bass guitar|Drum kit|Singing|Electric guitar|Electronic keyboard};{Grunge|Hardcore punk|Southern rock|Doom metal}
Slutwave;{Drum kit|Guitar|Drum machine|Keyboard instrument|Singing|Synthesizer};{Pop music|Electropop|Dance-pop}
Smooth jazz;{Bass guitar|Drum kit|Flute|Guitar|Piano|Saxophone|Trumpet|Synthesizer};{Funk|Pop music|Rock and roll|Rhythm and blues|Jazz}
Smooth soul;{Bass guitar|Drum kit|Piano|Organ (music)|Singing|Horn section|Electric guitar};{Funk|Pop music|Soul music}
Snap music;{Drum machine|Keyboard instrument|Synthesizer|Sampler (musical instrument)|Finger snapping};{Southern hip hop|Crunk}
Soca music;{Bass guitar|Drum kit|Trombone|Trumpet|Human voice|Drum machine|Acoustic guitar|Synthesizer|Sampler (musical instrument)};{Funk|Soul music|Calypso music|Cadence rampa|Kaiso}
Soft rock;{Bass guitar|Drum kit|Piano|Acoustic guitar|Synthesizer|Electric guitar|Twelve-string guitar};{Rock and roll|Rhythm and blues|Folk rock|Smooth jazz|Pop rock}
Sogak;NULL;NULL
Soldier's Joy (fiddle tune);{Old time fiddle|Banjo|Guitar|Mandolin};{Gospel music|Music of Africa|Minstrel show|Music of the United Kingdom|Tin Pan Alley|Appalachian music}
Son (music);{Double bass|Guitar|Trumpet|Güiro|Tres (instrument)|Maraca|Bongo drum|Claves|Marímbula};Afro-Cuban
Son Huasteco;{Violin|Huapanguera|Jarana huasteca};{Son (music)|Fandango}
Son Jarocho;{Singing|Jawbone (instrument)|Requinto jarocho|Jarana jarocha|Marímbula|Arpa jarocha|Leona (instrument)|Pandero jarocho};Andalusia
Son calentano;NULL;NULL
Son montuno;{Double bass|Piano|Trumpet|Güiro|Tres (instrument)|Conga|Maraca|Bongo drum|Claves|Cowbell|Timbau};Son (music)
Songo-salsa;NULL;NULL
Sophisti-pop;{Bass guitar|Drum kit|Guitar|Saxophone|Synthesizer};{New wave music|Synthpop|Jazz fusion|Blue-eyed soul|Smooth jazz|Pop rock|Contemporary R&B}
Soukous;{Brass instrument|Acoustic bass guitar|Fingerstyle guitar};Congolese rumba
Soul blues;{Bass guitar|Drum kit|Harmonica|Keyboard instrument|Singing|Electric guitar};{Rock and roll|Rhythm and blues|Soul music|Electric blues|Urban contemporary}
Soul jazz;{Bass guitar|Drum|Double bass|Guitar|Hammond organ|Piano|Saxophone};{Blues|Rhythm and blues|Soul music|Gospel music|Hard bop|Jazz}
Soul music;{Bass guitar|Drum kit|Hammond organ|Piano|Keyboard instrument|Singing|Horn section|Electric guitar|Clavinet};{Rhythm and blues|Doo-wop|Gospel music|Jazz}
Southern gospel;NULL;{Spiritual (music)|Hymn|Shape note|Sacred Harp}
Southern hip hop;{Rapping|Drum machine|Music sequencer|Synthesizer|Sampler (musical instrument)|Turntablism};{Miami bass|Hardcore hip hop|Electro (music)|Hip hop music}
Southern rock;{Bass guitar|Drum kit|Guitar|Piano|Slide guitar};{Rock and roll|Rhythm and blues|Country rock|Folk rock|Rockabilly|Blues rock|Roots rock|Swamp pop|Southern soul|Tulsa Sound}
Southern soul;{Bass guitar|Drum kit|Piano|Organ (music)|Singing|Horn section|Electric guitar};{Blues|Country music|Rock and roll|Soul music|Gospel music}
Space age pop;{Bass guitar|Drum kit|Flute|Drum machine|Keyboard instrument|Synthesizer|Sampler (musical instrument)};{Pop music|Space Age}
Space disco;{Drum kit|Keyboard instrument|String instrument|Singing|Synthesizer};{Disco|Psychedelic rock|Pop music|Glam rock|Science fiction film|Psychedelia}
Space rock;{Bass guitar|Drum kit|Guitar|Keyboard instrument|String instrument|Mellotron|Music sequencer|Singing|Synthesizer};{Psychedelic rock|Art rock|Progressive rock|Electronic rock|Experimental rock}
Spanish Traditional Christian music;{Guitar|Piano|Violin|Organ (music)|Singing};{Christian music|Rondalla}
Speed garage;NULL;{Oldschool jungle|Garage music (US garage)}
Speed metal;{Bass guitar|Drum kit|Singing|Electric guitar};{Heavy metal music|Hardcore punk|New Wave of British Heavy Metal}
Speedcore;{Drum machine|Keyboard instrument|Music sequencer|Synthesizer|Sampler (musical instrument)};{Grindcore|Speed metal|Hardcore punk|Digital hardcore|Breakcore|Hardcore (electronic dance music genre)|Gabber}
Spiritual (music);Human voice;{Hymn|Work song}
St. Louis blues (music);{Drum|Double bass|Piano|Singing|Acoustic guitar|Electric guitar};{Blues|Ragtime|Jump blues|Piano blues}
Starogradska muzika;Gadulka;Folk music
Sthayi;NULL;NULL
Stile concitato;NULL;NULL
Stoner rock;{Bass guitar|Drum kit|Singing|Flanging|Phaser (effect)|Distortion (music)|Electric guitar};{Heavy metal music|Psychedelic rock|Doom metal|Acid rock|Blues rock}
Street punk;{Bass guitar|Drum kit|Singing|Electric guitar};{Punk rock|Hardcore punk|Pub rock (United Kingdom)|New Wave of British Heavy Metal|Oi!}
Stronda;Rapping;{Gangsta rap|Pop music|Rap rock|Funk carioca|Dirty rap|Hip hop music}
NULL;NULL;NULL
Sufi rock;{Bass guitar|Drum kit|Flute|Sitar|Singing|Dhol|Pump organ|Tabla|Electric guitar};{Rock music|Sufi music|Hindustani classical music}
Sung poetry;NULL;NULL
Sunshine pop;NULL;{Bubblegum pop|Folk rock|Pop rock|Baroque pop|Psychedelic pop|Classical music}
Sunshine reggae;{Bass guitar|Brass instrument|Guitar|Steelpan|Horn section|Electric guitar};{Rock music|Reggae|Ska|Dancehall|Sunshine pop|Lovers rock|Steelpan}
Suomisaundi;{Drum machine|Music sequencer|Personal computer|Sampler (musical instrument)|Folk instrument};{Psychedelic trance|Goa trance}
Surf music;{Electric guitar|Fender Precision Bass};{Rock and roll|Arabic music|Middle Eastern music}
NULL;NULL;NULL
Swamp blues;{Bass guitar|Drum kit|Guitar|Harmonica|Keyboard instrument};{Blues|Zydeco|Country blues|Louisiana blues|Cajun music|Creole music}
Swamp pop;{Bass guitar|Drum kit|Piano|Saxophone|Singing|Electric guitar};{Country music|Rock and roll|Rockabilly|New Orleans rhythm and blues|Cajun music}
Swedish death metal;{Bass guitar|Drum kit|Singing|Electric guitar};{Black metal|Death metal|Punk rock|Thrash metal|D-beat}
Swing music;NULL;Jazz
Swing revival;NULL;{Rock and roll|Ska|Big band|Swing music|Rockabilly|Jump blues}
Symphonic black metal;NULL;{Black metal|Symphonic metal}
Symphonic metal;{Bass guitar|Cello|Drum kit|Piano|Violin|Keyboard instrument|Singing|Electric guitar};{Symphonic rock|Progressive metal|Power metal|New Wave of British Heavy Metal|Gothic metal|Contemporary classical music|Neoclassical new-age music}
Symphonic rock;{Bass guitar|Drum kit|Guitar|Piano|Violin|Keyboard instrument|String instrument};{Art rock|Progressive rock|Baroque pop|Classical music}
Synthpop;{Drum machine|Music sequencer|Synthesizer};{Disco|New wave music|Pop music|Glam rock|Krautrock|Space disco|Post-punk|Electronic music}
Synthwave;NULL;{New wave music|Synthpop|Soundtrack}
Synthwave (1980s);{Drum machine|Synthesizer|Digital synthesizer};{New wave music|Synthpop|Dark wave|Electropunk|Post-industrial society}
T'ong guitar;NULL;NULL
TV track;NULL;NULL
Taarab;NULL;NULL
Tahitian drumming;{Ukulele|Pahu};NULL
Tahona;{Bombo criollo|Conga|Claves|Marímbula};{Tumba francesa|Afro-Haitians}
Taiwanese pop;NULL;Music of Japan
Taiwanese rock;NULL;NULL
Takht (music);NULL;NULL
Talempong;NULL;NULL
Tallava;NULL;{Folk music|Pop music|Music of Albania|Dance music|Romani music|Music of Kosovo}
Tamborera;{Guitar|Piano|Trombone|Trumpet|Maraca|Tambora (drum)};{Danzón|Tamborito}
Tambourin;NULL;NULL
Tambu (music);NULL;NULL
Tamunangue;NULL;NULL
